차가, 167, 86
카자, 181, 51
아다, 189, 81
바카, 145, 91
하자, 189, 78
파차, 198, 45
아자, 162, 61
타차, 187, 49
가라, 150, 61
가가, 196, 86
사마, 193, 81
아나, 148, 55
사다, 158, 97
아라, 163, 48
사카, 195, 96
가라, 194, 60
카라, 179, 96
가자, 160, 57
가자, 146, 82
차파, 181, 46
라마, 153, 68
아마, 168, 48
파가, 158, 75
가하, 148, 45
나자, 152, 93
마아, 153, 59
다나, 176, 76
나카, 196, 57
카타, 175, 90
사나, 151, 93
라바, 194, 51
바차, 197, 99
하자, 177, 50
라마, 192, 43
라가, 197, 44
파라, 170, 92
파아, 180, 46
파가, 194, 61
나나, 192, 88
타타, 165, 73
카하, 198, 74
파타, 191, 40
아라, 194, 84
차아, 161, 79
바사, 155, 48
하타, 152, 60
아라, 193, 95
가하, 191, 86
타타, 154, 73
다다, 169, 61
파사, 162, 88
가가, 182, 58
가차, 182, 47
다가, 154, 95
아하, 192, 80
사차, 195, 43
자차, 189, 40
자차, 168, 99
다나, 154, 98
자아, 196, 96
라카, 174, 86
라자, 162, 63
바카, 166, 63
나하, 140, 71
가사, 173, 99
차자, 172, 82
나타, 191, 68
파사, 162, 58
하차, 198, 47
마다, 160, 89
타나, 148, 81
아하, 142, 72
마가, 151, 84
파나, 185, 94
하라, 156, 61
파카, 177, 72
차나, 150, 74
마마, 155, 95
가마, 170, 57
바라, 160, 49
차하, 172, 49
사자, 173, 61
카다, 140, 42
가나, 157, 84
하아, 188, 66
파하, 199, 78
자아, 184, 76
가다, 182, 40
마가, 147, 74
가가, 170, 88
차자, 151, 96
자카, 144, 59
자아, 142, 40
마마, 179, 96
마바, 161, 76
아타, 162, 63
카라, 144, 42
카마, 147, 74
마가, 174, 66
카사, 162, 50
하차, 176, 60
가파, 179, 69
차아, 178, 96
타다, 176, 71
가다, 191, 59
나카, 159, 97
마사, 199, 88
카타, 164, 80
타아, 182, 69
가아, 180, 64
가라, 187, 88
아나, 149, 72
차아, 179, 77
타라, 178, 75
가자, 177, 98
하마, 153, 83
파하, 169, 49
라라, 161, 82
카파, 191, 99
마라, 141, 75
차나, 152, 77
차자, 172, 75
자나, 191, 41
하하, 179, 48
파가, 199, 77
나파, 191, 51
라라, 197, 95
라나, 142, 84
가파, 188, 69
가바, 169, 82
라타, 146, 55
가타, 171, 71
차사, 140, 71
하카, 180, 71
하파, 190, 94
자하, 159, 55
사자, 188, 41
파마, 160, 87
사가, 154, 55
하아, 178, 96
파사, 160, 93
자아, 196, 86
마가, 194, 42
사카, 159, 66
가사, 172, 83
아타, 152, 86
아아, 175, 49
파하, 161, 84
사파, 175, 94
다차, 198, 92
나자, 196, 76
사라, 164, 78
나카, 181, 83
마가, 160, 40
마바, 183, 95
가다, 195, 79
바타, 157, 88
파다, 166, 87
나마, 162, 68
나나, 145, 87
파사, 155, 46
타다, 156, 51
가타, 179, 54
다타, 186, 96
자나, 150, 42
바자, 144, 47
나타, 140, 95
나카, 168, 62
아나, 194, 85
나하, 148, 63
다나, 153, 85
다차, 192, 99
다하, 155, 68
나마, 146, 62
아자, 178, 57
나파, 186, 46
바라, 149, 61
바라, 157, 84
타나, 147, 59
하차, 144, 40
아다, 165, 83
가사, 174, 88
사나, 154, 60
자자, 143, 71
라타, 169, 43
타파, 199, 67
바라, 191, 62
차자, 162, 99
나타, 167, 51
다가, 160, 73
카카, 140, 47
다바, 156, 47
타아, 192, 96
마마, 156, 50
자파, 174, 48
바가, 165, 40
차하, 197, 55
사나, 150, 80
차자, 140, 63
다사, 193, 71
아라, 149, 74
타타, 172, 88
자아, 158, 71
아다, 197, 74
자가, 197, 93
파나, 192, 78
파파, 166, 48
가다, 179, 72
자자, 176, 91
가타, 199, 76
하하, 185, 67
나바, 158, 43
나자, 190, 40
차사, 150, 93
아차, 166, 90
하차, 173, 71
파자, 190, 53
카라, 179, 98
바사, 192, 57
파라, 199, 66
나차, 183, 74
아파, 199, 46
자나, 180, 50
바차, 184, 69
타타, 191, 78
라라, 154, 89
사나, 174, 52
마다, 143, 46
카차, 149, 61
파가, 150, 75
타마, 192, 70
카자, 170, 55
나라, 175, 44
가타, 188, 82
아나, 193, 80
라다, 174, 71
파마, 141, 47
아자, 179, 82
타파, 163, 77
차사, 148, 85
카타, 178, 87
다자, 155, 95
파타, 187, 80
자바, 185, 46
라나, 166, 73
사나, 140, 87
타파, 142, 90
사파, 146, 54
자파, 167, 98
다하, 141, 86
아사, 182, 57
자파, 143, 71
파가, 196, 64
바파, 176, 83
사사, 199, 91
사아, 192, 98
가사, 188, 64
가차, 188, 78
차아, 158, 76
차파, 157, 60
나카, 171, 74
라자, 150, 97
라라, 148, 43
아바, 177, 60
다가, 140, 81
차타, 191, 79
타하, 162, 44
나자, 175, 71
자자, 163, 70
라다, 158, 52
파파, 171, 71
하차, 173, 91
다카, 179, 97
차카, 183, 73
가차, 141, 58
나파, 183, 60
아하, 168, 72
차타, 191, 86
라아, 191, 43
다자, 190, 41
하아, 161, 41
다파, 162, 44
마사, 156, 53
다라, 190, 49
사라, 175, 67
타타, 181, 80
파라, 151, 67
바자, 194, 53
타차, 169, 44
하차, 141, 58
자아, 173, 58
라사, 179, 68
라자, 173, 75
가카, 189, 55
차카, 190, 68
아마, 146, 45
아타, 143, 82
마카, 176, 89
타나, 165, 65
차아, 187, 67
나자, 145, 88
차차, 164, 75
가타, 177, 71
차다, 191, 56
라사, 149, 88
나차, 188, 94
차차, 153, 74
라다, 182, 72
라타, 178, 87
라나, 177, 87
타카, 162, 47
하가, 199, 97
자나, 193, 54
타차, 179, 97
라차, 168, 61
자파, 163, 68
다라, 185, 95
사다, 188, 68
나차, 150, 45
가카, 193, 90
타차, 191, 98
아파, 184, 91
파가, 189, 61
파아, 143, 66
아라, 142, 55
자바, 169, 78
타가, 199, 50
아바, 141, 43
마나, 168, 92
차하, 187, 78
가차, 145, 88
차카, 154, 69
카카, 173, 86
다다, 181, 97
사아, 194, 68
바라, 180, 61
바하, 177, 63
바타, 147, 52
차라, 162, 73
자자, 191, 75
가가, 148, 87
하다, 185, 52
나라, 154, 45
차바, 149, 96
하나, 163, 89
바사, 151, 63
바라, 167, 56
라자, 190, 59
파카, 160, 43
마카, 178, 57
하하, 179, 48
사카, 144, 73
카바, 195, 54
나파, 168, 46
라카, 161, 73
마다, 149, 91
타라, 154, 40
가차, 166, 86
라다, 193, 86
타파, 162, 52
하자, 167, 67
마파, 141, 78
사바, 193, 47
라가, 145, 63
다자, 144, 61
가파, 191, 85
다파, 182, 79
라타, 150, 60
카카, 155, 56
카하, 160, 78
하자, 191, 74
자파, 167, 58
사마, 170, 57
하사, 186, 60
나바, 177, 89
자카, 172, 57
파파, 149, 58
파자, 144, 98
타바, 150, 51
하나, 180, 65
차사, 185, 53
사나, 196, 40
파자, 189, 68
아라, 146, 82
나나, 144, 47
아카, 196, 42
나파, 178, 83
라아, 187, 71
차사, 181, 41
마카, 187, 64
가자, 153, 90
사사, 158, 68
아하, 156, 60
다카, 151, 77
아바, 185, 77
나타, 167, 94
아사, 178, 85
다가, 162, 47
하차, 168, 89
라카, 141, 77
하바, 170, 60
나라, 189, 76
가가, 175, 78
라라, 198, 61
하사, 146, 67
나가, 150, 67
바라, 158, 79
자사, 144, 73
하나, 189, 92
가바, 156, 50
자바, 190, 83
가차, 150, 53
마파, 173, 85
카아, 154, 64
마라, 167, 80
자나, 155, 81
사사, 190, 84
아아, 149, 90
마파, 175, 70
차자, 198, 64
카카, 153, 82
마아, 147, 45
라자, 142, 89
마자, 193, 97
하바, 170, 67
파가, 182, 66
아사, 177, 73
나다, 176, 71
하하, 154, 60
아다, 146, 67
아사, 169, 57
사라, 183, 67
파가, 188, 47
카마, 162, 49
차마, 147, 83
라파, 186, 46
차라, 179, 54
다파, 190, 85
다차, 166, 50
라가, 186, 71
나차, 178, 61
카바, 194, 45
사가, 184, 88
나차, 191, 52
카카, 170, 93
자카, 176, 56
나마, 188, 51
파아, 180, 86
하사, 193, 74
사자, 149, 62
가가, 166, 60
타라, 194, 94
가사, 160, 58
다마, 184, 92
타아, 171, 69
하다, 193, 72
타자, 154, 44
다하, 178, 70
자자, 183, 79
마나, 158, 40
다라, 152, 40
가사, 198, 80
하하, 159, 42
카자, 146, 69
바바, 182, 77
파나, 146, 40
자파, 162, 90
하자, 193, 78
사하, 187, 50
사다, 141, 65
하파, 149, 42
자라, 159, 99
마타, 168, 69
자자, 152, 92
아바, 164, 92
가라, 178, 92
차마, 198, 61
라차, 159, 98
파사, 152, 64
카마, 140, 99
하바, 182, 48
가자, 180, 80
사가, 147, 71
사아, 140, 59
파라, 176, 81
카라, 170, 76
바자, 157, 40
아차, 183, 66
바타, 188, 84
바바, 176, 56
마파, 176, 92
자마, 172, 78
파마, 188, 71
가카, 172, 60
하다, 185, 64
아다, 187, 84
자파, 178, 63
마라, 145, 58
파바, 164, 43
나차, 175, 86
타하, 160, 47
타바, 159, 87
라아, 183, 48
라바, 190, 52
라하, 189, 93
가파, 170, 95
다파, 142, 96
바라, 199, 75
나카, 188, 96
파파, 170, 86
다바, 199, 94
사카, 145, 71
다차, 187, 53
바하, 193, 88
아자, 189, 84
카바, 183, 51
카차, 150, 54
파나, 190, 72
가나, 186, 55
라가, 148, 81
타사, 156, 47
하타, 191, 72
자자, 183, 67
라사, 156, 75
카라, 144, 77
차카, 175, 54
나파, 144, 51
바자, 192, 96
가사, 161, 93
다가, 144, 55
카다, 187, 84
차타, 147, 45
다사, 184, 99
바차, 196, 91
라하, 166, 49
차마, 142, 86
하바, 144, 75
차하, 177, 76
사바, 171, 70
차다, 181, 57
나가, 197, 88
하아, 198, 77
마라, 183, 71
타다, 176, 65
타나, 171, 64
라가, 169, 47
카가, 194, 79
차아, 173, 74
자아, 173, 42
가타, 189, 86
마카, 157, 84
파타, 155, 88
가나, 154, 40
다마, 168, 51
사마, 166, 59
자다, 198, 94
다가, 162, 52
마자, 152, 58
마바, 168, 51
라하, 150, 47
자파, 141, 50
가가, 180, 47
아나, 166, 81
파하, 174, 58
라파, 182, 48
하사, 174, 78
나바, 178, 92
마마, 152, 99
다사, 181, 88
하나, 179, 50
차자, 180, 93
타카, 196, 40
카가, 143, 96
차파, 156, 44
자나, 181, 91
카카, 169, 64
사아, 186, 73
사하, 199, 90
가타, 186, 92
가사, 147, 46
파자, 162, 89
가바, 153, 42
마아, 168, 64
사바, 177, 89
타가, 170, 92
라자, 175, 66
파마, 158, 79
카카, 183, 90
나차, 157, 47
바다, 156, 92
파라, 153, 78
파아, 172, 76
가가, 197, 55
카아, 197, 93
사자, 140, 82
하차, 140, 98
타사, 152, 61
마카, 170, 75
사가, 180, 85
하바, 194, 67
다타, 167, 71
가카, 185, 81
나차, 183, 44
마바, 164, 64
나가, 196, 76
카사, 199, 75
라타, 192, 82
아아, 182, 86
나나, 145, 71
나타, 160, 61
카나, 195, 60
사파, 152, 57
타마, 142, 57
사파, 172, 50
가하, 191, 94
바사, 198, 63
사마, 173, 52
차다, 150, 93
마파, 184, 67
카사, 199, 81
바타, 146, 44
사나, 162, 66
아나, 151, 61
다자, 185, 55
타카, 149, 66
타가, 152, 83
바가, 191, 53
아라, 187, 99
아다, 180, 84
타마, 192, 63
파나, 154, 92
하카, 156, 69
차다, 182, 59
카아, 164, 86
나사, 195, 68
자나, 175, 43
바파, 197, 77
카카, 174, 57
바타, 192, 76
자아, 146, 81
차하, 155, 95
바사, 189, 99
자다, 169, 42
마파, 181, 90
차바, 193, 61
라아, 181, 42
마바, 183, 79
마차, 150, 62
아파, 172, 53
바나, 183, 97
다다, 144, 84
라차, 190, 50
차다, 170, 89
바하, 165, 94
하라, 173, 55
마라, 161, 47
아바, 142, 81
라차, 169, 67
하카, 174, 55
하다, 175, 43
나바, 186, 85
차카, 172, 51
라사, 161, 93
파사, 197, 96
하라, 181, 75
가마, 188, 42
아가, 190, 94
마가, 186, 67
자가, 193, 57
차라, 161, 81
사사, 167, 50
파가, 178, 88
카바, 143, 68
자타, 154, 43
타라, 178, 65
차다, 199, 79
나차, 193, 78
나차, 162, 87
카사, 170, 51
가가, 190, 73
사바, 177, 46
차바, 194, 84
라아, 156, 57
자라, 163, 50
나마, 180, 94
파타, 186, 81
파라, 195, 46
마마, 163, 94
